shortName,name,averageDelay,passagesCount,latitude,longitude
3224,Czernichów Pętla,-0.41379310344827586,29,49.98717805555555,19.6765675
3285,Łososkowice Remiza,0.5,2,50.1877,20.1602
2552,Węgrzynowice Dół (nż),3.1666666666666665,6,50.103655,20.14951611111111
3114,Os.Akademickie PK,3.800524934383202,2667,50.08726083333333,19.995057222222222
3125,Duża Góra (nż),2.233270794246404,1599,50.01802027777778,20.028345277777778
3243,Jadwigi z Łobzowa,26.801075268817204,186,50.07463,19.90153
3309,Kłokoczyn Machaczki (nż),-0.8823529411764706,17,49.99625,19.63181
359,Stradom,5.347872340425532,940,50.051651944444444,19.94135027777778
3134,Krzesławice Młyn (nż),2.3333333333333335,12,50.0799,20.057
3221,Biskupice II (nż),2.5,10,49.96888,20.1332
476,Sulechów (nż),1.7272727272727273,11,50.12156888888889,20.09594138888889
617,Fredry,3.503960396039604,1010,50.0214325,19.942681666666665
174,Garlica Duchowna (nż),1.6666666666666667,3,50.14400555555556,19.924939166666668
2766,Giełda Balicka P+R (nż),3.6073386756642765,2371,50.081561944444445,19.87578638888889
3113,Dobrego Pasterza,4.136846767050487,4516,50.08864638888889,19.95902277777778
3282,Karniów Szkoła,1.25,4,50.1315,20.1711
619,Kamieńskiego Wiadukt (nż),5.867667121418827,5864,50.03169,19.94854
745,Przykopy (nż),4.429126213592233,1030,50.01513416666667,19.945073333333333
772,Sidzina,3.955223880597015,67,49.988433055555554,19.871975555555554
1232,Wielkie Drogi Ośrodek Zdrowia (nż),9.428571428571429,7,49.9593,19.7009
2711,Libertów Działy (nż),4.538461538461538,13,49.97214944444445,19.891290555555557
3321,Rzeszotary Dworska,2.4516129032258065,31,49.94357472222222,19.9932825
453,Brama nr 5 (nż),3.0,6,50.068309166666666,20.091219444444445
502,Resztówka,1.68,150,50.098682777777775,20.178358055555556
632,Dauna,4.551724137931035,58,50.01880777777778,19.97752138888889
761,Opatkowice,3.012218045112782,1064,49.987230277777776,19.913941666666666
1182,Radziszów Kładka (nż),2.50314465408805,159,49.9404,19.8077
224,Szczyglice Most (nż),1.0,5,50.087672222222224,19.817921666666667
2649,Zakępie (nż),8.166666666666666,12,50.06786861111111,20.189674166666666
2935,Lusina Zielona,1.5,14,49.95365361111111,19.933521388888888
505,Błonia Kościelnickie (nż),1.4,10,50.084382777777776,20.166048611111112
684,Prokocim UJ,1.875,16,50.01012111111111,19.992694166666666
981,Będkowice Borynia (nż),0.6666666666666666,6,50.176,19.7546
1276,Niepołomice Dworzec,3.0,13,50.0358,20.2186
218,Młynka I (nż),7.333333333333333,9,50.1138075,19.69715
2597,Bochenka (nż),3.517661388550548,821,50.01011,19.971201944444445
2892,Czernichów Ratanice (nż),-0.75,16,49.99698194444444,19.650579166666667
3002,Luborzyca Szkoła,2.0,6,50.143654444444444,20.10849361111111
3052,Konary Pod Sosenką (nż),3.0,5,49.930665,19.91767
477,Prusy WSR (nż),1.6666666666666667,12,50.11868833333333,20.091672777777777
61,Bratysławska,4.252866626433313,1657,50.08336638888889,19.933546944444444
1275,Niepołomice Moczydło (nż),2.0,5,50.0384,20.2164
274,Zaskale (nż),2.130111524163569,538,50.04676416666667,19.865180555555554
2929,Skawina Ogrody (nż),3.789473684210526,19,49.9683,19.8441
3139,Cmentarz Borek Fałęcki (nż),2.673469387755102,98,50.008741388888886,19.915009166666668
667,Bieżanów,0.6113989637305699,193,50.01750888888889,20.068505
999,Turowicza (nż),4.396669931439765,1021,50.01916055555556,19.944924166666667
2751,Glogera (nż),2.8333333333333335,36,50.102442777777775,19.92757472222222
2873,Płaszowska,2.8181818181818183,11,50.04513333333333,19.978608333333334
2957,Garlica Duchowna Droga do Garliczki,2.0,3,50.148944722222225,19.921993333333333
2965,Michałowice Michałówka (nż),8.0,1,50.17018222222222,19.940410833333335
1007,Skawina Szkoła,3.850467289719626,107,49.9757,19.8226
1060,Dworzec Główny Wschód,-4.243088655862726,1049,50.0685,19.9497
1337,Wola Radziszowska Łęg (nż),2.382978723404255,94,49.9082,19.817
219,Skała Kmity (nż),1.0,1,50.09771166666667,19.804965
601,Kostrze,2.1538461538461537,39,50.01893166666667,19.842789444444445
801,Lusina Górka (nż),1.3333333333333333,15,49.95509111111111,19.929965833333334
126,Lubicz,2.452830188679245,1855,50.0650975,19.951718055555556
140,Lajkonika (nż),2.7333333333333334,45,50.062083055555554,19.888333055555556
3228,Jeziorzany Górskie Domy (nż),3.727272727272727,11,49.98159777777778,19.766710833333335
549,Na Załęczu Szkoła (nż),1.6428571428571428,14,50.05884972222222,20.021122777777776
1092,Gołuchowice Sklep (nż),2.0787878787878786,165,49.9407675,19.772563055555555
1261,Rusocice Załęg (nż),-0.375,16,49.99794472222222,19.616680555555554
2481,Skawina Korabniki,4.033333333333333,30,49.9747,19.8584
286,Liszki Krzyżówka,2.549019607843137,510,50.035015,19.758395555555555
1064,Rudawa Młyn (nż),6.9,10,50.11432055555556,19.701731388888888
120,Łukasiewicza,1.8623931623931624,1170,50.07525638888889,19.965469166666665
2875,Modlnica Trojadyn Szydło (nż),0.8,5,50.12515527777778,19.884723055555554
2900,Piekary Dół (nż),1.8275862068965518,29,50.0313,19.7807
2906,Przeginia Narodowa Bonar (nż),1.2941176470588236,17,50.0115425,19.6575875
3305,Zagacie Górka (nż),3.305,200,49.99969111111111,19.696293333333333
492,Wadów Działki (nż),3.142857142857143,7,50.09275,20.13996
1108,Brzeźnica Pasieka (nż),4.441860465116279,86,49.9649,19.6384
1161,Węgrzce Wielkie III (nż),2.1463414634146343,41,50.0149,20.1107
1257,Kocmyrzów Krzyżówka (nż),1.6,5,50.1336,20.126
1267,Wiktorowice Centrum (nż),1.2,5,50.13742111111111,20.0611175
2690,Kampus UJ,3.5205479452054793,73,50.02424361111111,19.902023333333332
2974,Grębynice (nż),4.0,1,50.1676,19.8678
326,Konopnickiej,4.763175840233804,10265,50.05280555555556,19.929371944444444
866,Wiklinowa (nż),1.9333333333333333,15,50.05578055555556,20.024808055555557
2637,Lusina Granica,2.727272727272727,11,49.9799,19.9185
2710,Libertów Krzyżówka,4.6923076923076925,13,49.971674166666666,19.883860555555554
3038,Czerwone Maki P+R,-0.22673176685993288,3277,50.01761666666667,19.889383333333335
842,Rzeszotary Zalesie (nż),2.0,18,49.931667777777776,19.981125555555554
1323,Polanowice Kolonia (nż),1.4,5,50.19331277777778,20.091677222222224
2480,Skawina Samborek Most,3.909090909090909,22,49.9888,19.8113
2744,Plac Centralny im. R.Reagana,5.25374531835206,1068,50.07202,20.037329444444445
3233,Radziszów Podlesie Las (nż),3.015267175572519,262,49.91156,19.82228
621,Cmentarz Podgórski,1.0,4,50.03907972222222,19.964206666666666
716,Piaski Nowe,3.9838709677419355,1240,50.01536333333333,19.971045555555555
1130,Marchołta,3.5165562913907285,2265,50.09293777777778,19.987825555555556
1253,Puszkarska,5.645833333333333,96,50.02653111111111,19.94892111111111
130,Białucha,1.7857142857142858,14,50.06756,19.977171666666667
2473,Skawina Ajka,3.180053547523427,1494,49.9708,19.8292
2694,Mochnaniec (nż),2.419633225458468,927,50.01668333333333,19.881740277777777
2914,Burów (nż),1.4,5,50.093651666666666,19.77422111111111
3115,Wodociągowa (nż),4.26158940397351,1208,50.04810166666667,19.896684722222222
374,Elektrociepłownia Kraków,11.933333333333334,30,50.05671,20.001039722222224
1137,Skawina Cmentarz Komunalny,3.9523809523809526,21,49.9678,19.8528
2971,Korzkiew Zamek (nż),4.0,1,50.1617,19.8811
3000,Kocmyrzów Rondo,1.4,5,50.1336175,20.114274722222223
3186,Grzegorza z Sanoka (nż),4.7727272727272725,22,50.09826,20.09255
375,Mistrzejowice,3.1789554531490016,2604,50.095327222222224,19.99523888888889
558,Stoczniowców,5.144987146529563,1945,50.04910611111111,19.98197861111111
1243,Os.Łokietka,0.5,4,50.10111944444444,19.909831944444445
147,Kasztanowa,3.4473684210526314,38,50.06505972222222,19.865951944444443
381,Kruszwicka,15.947368421052632,19,50.09758305555555,20.019583611111113
839,Zatyka (nż),2.066666666666667,15,50.05128722222222,20.014649444444444
1017,Ujazd Pętla,0.75,4,50.13586138888889,19.820356666666665
1288,Chobot Leśniczówka,0.5,4,50.0801,20.3526
3193,Dziekanowice Batowice SKA,2.339622641509434,53,50.10778,19.99633
790,Gaj Szkoła,2.53125,32,49.9607,19.89
1134,Skawina Starostwo Powiatowe,3.473684210526316,19,49.9714,19.8386
1196,Lusina Łany (nż),2.3333333333333335,9,49.9632,19.9234
1271,Białoprądnicka,3.2828685258964145,502,50.095130555555556,19.935446666666667
2997,Wysiołek Luborzycki Skrzyżowanie (nż),2.0,2,50.15164333333333,20.105882222222224
328,Węgrzce,2.871794871794872,39,50.11996805555555,19.967150277777776
486,Wadowska (nż),3.857142857142857,7,50.096490277777775,20.119183888888887
228,Chrosna Studnia (nż),1.6666666666666667,6,50.08137166666667,19.716270833333333
2510,Zabawa I (nż),5.333333333333333,6,49.9926,20.0866
2538,Miśnieńska,4.064450127877238,1955,50.094518055555554,20.000334166666665
2925,Libertów Droga do Sidziny (nż),5.0,12,49.9715825,19.876349444444443
3182,Przegorzały Obwodnica (nż),2.0664556962025316,948,50.0467825,19.870961666666666
525,Chałupki,1.5,2,50.04899277777778,20.122050277777777
77,Teatr Bagatela,8.598189543691113,5413,50.06353583333333,19.932893888888888
89,Bronowice,12.892837312604108,3602,50.077484166666665,19.901771666666665
904,Przy Kuźni (nż),4.396551724137931,58,50.00401305555555,19.989401666666666
1208,Rybna Nowy Świat,2.9597701149425286,174,50.0615,19.6568
136,Bronowice Wiadukt,8.100114165276192,11387,50.0808,19.8907
198,Zabierzów Działki (nż),8.666666666666666,9,50.1091175,19.826072777777778
2940,Rzeszotary Panciawa (nż),2.0,19,49.93219833333333,19.993957777777776
3039,Centrum Kongresowe ICE,4.251682742349594,14411,50.04868416666667,19.931549444444446
620,Kamieńskiego,6.088055927413357,6723,50.02896361111111,19.95721361111111
1000,Lusina Pętla,2.2,5,49.961189166666664,19.917920555555554
118,Rondo Młyńskie,3.201735817104149,4724,50.080625,19.973343611111112
257,Kryspinów Sanka (nż),2.8534798534798536,546,50.042184166666665,19.787770555555557
2745,Rondo Kocmyrzowskie im. Ks. Gorzelanego,2.934486198869305,3007,50.07958583333333,20.027370833333332
3046,Głęboka Zakręt (nż),2.0,4,50.130855,20.152135
1216,Rączna Podlas (nż),3.0847457627118646,118,50.01360916666667,19.744871944444444
385,Cedyńska,3.0,14,50.09027388888889,20.004313888888888
517,Podstawie (nż),5.0,23,50.068734166666665,20.1669675
935,Kliny Zacisze,4.536290322580645,248,50.00142694444445,19.900589166666666
1128,Wola Radziszowska,1.3333333333333333,45,49.9025,19.7685
2453,Centrum JP II,3.4,10,50.0124,19.9371
2695,Brzoskwinia Góra (nż),2.0,1,50.09366527777778,19.729293055555555
3061,Rączna Bażanty (nż),2.41025641025641,39,50.01573166666667,19.775131666666667
3159,Maciejowice Pętla,1.3333333333333333,3,50.1421,20.0723
3183,Bieżanów Drożdżownia SKA,5.0,50,50.01133055555555,20.035680555555555
3301,Lusina Krakówka (nż),1.3583916083916083,572,49.9799,19.9185
756,Os.Kliny,1.7105263157894737,38,50.000535,19.91264
798,Radziszów Podlesie (nż),3.0919540229885056,261,49.92078055555555,19.821360277777778
1308,Staniątki Wiadukt (nż),4.454545454545454,11,50.016103055555554,20.17901
185,Januszowice,2.2857142857142856,7,50.1497,19.8928
753,Borkowska,5.527272727272727,165,50.00470555555555,19.905779166666665
1172,Giebułtów,0.4,5,50.1416,19.8841
230,Chrosna Kapliczka (nż),1.7142857142857142,7,50.079638333333335,19.729813888888888
2599,Warchałowskiego,5.0796252927400465,427,49.990382777777775,19.859519444444445
2936,Lusina Dobrzyczany (nż),1.3125,16,49.95908722222222,19.929227222222224
2952,Wrząsowice Pod Skałą (nż),1.7333333333333334,15,49.96167722222222,19.9543
537,Wolica Las,7.615384615384615,13,50.056065555555556,20.202461111111113
1087,Rzozów Baseny (nż),3.66,50,49.96239611111111,19.805936388888888
201,Zabierzów Piekarnia,9.375,8,50.112814722222225,19.802755833333332
3295,Czułów Granica (nż),2.8181818181818183,22,50.05950638888889,19.712093333333332
799,Konary,0.3333333333333333,9,49.94439194444445,19.921295
967,Skrzyżowanie do Podchruścia (nż),0.4,5,50.11269138888889,19.87307361111111
1110,Jaśkowice (nż),8.625,8,49.960053888888886,19.666375
1167,Wieliczka Kopalnia Soli,5.217391304347826,69,49.983987222222225,20.05634277777778
177,Zielonki Rozjazd,2.235294117647059,17,50.129669166666666,19.916780555555555
2494,Skawina Nad Potokiem (nż),3.6425855513307983,263,49.9542,19.8152
2687,Grota-Roweckiego,3.815673730507797,2501,50.031553611111114,19.920390277777777
2797,Górka Narodowa Wschód,4.647058823529412,85,50.09988027777778,19.964423055555557
344,Żerkowice Skrzyżowanie (nż),4.0,1,50.19067138888889,19.941559166666668
604,Skotniki Szkoła,4.08,100,50.01654555555555,19.87549277777778
104,Miechowity,3.650838452598373,6023,50.083309722222225,19.970232777777777
1346,Bunscha (nż),3.7709497206703912,179,50.01228583333334,19.883490555555557
229,Chrosna Sklep (nż),1.6666666666666667,6,50.07969777777778,19.72112027777778
2625,Aleja Waszyngtona (nż),2.0,10,50.0533075,19.897589444444446
413,Os.Kolorowe,11.029411764705882,34,50.072311944444444,20.02912638888889
60,Wybickiego,2.764705882352941,17,50.08387194444445,19.927003055555556
68,Wrocławska,3.6038135593220337,944,50.076864444444446,19.927106666666667
702,Krzemieniecka (nż),1.3636363636363635,11,49.98347,19.995441111111113
90,Mazowiecka,4.37,2000,50.07825111111111,19.917971944444446
978,Bębło Lasek (nż),1.4285714285714286,7,50.183255555555554,19.77766777777778
1165,Brodowicza,4.137254901960785,51,50.06905611111111,19.961068055555554
1171,Ochodza,8.666666666666666,6,49.9647,19.7432
2976,Wola Zachariaszowska Zakońce,2.0,5,50.155611666666665,19.936299444444444
194,Rząska UR (nż),7.666666666666667,9,50.096873333333335,19.84577833333333
2621,Zesławice Ogródki Działkowe (nż),1.368421052631579,57,50.1056875,20.049690555555557
3278,Niebyła (nż),3.3636363636363638,22,50.10223111111111,20.061276111111113
418,Os.Zgody,4.118421052631579,228,50.076818055555556,20.031024722222224
1113,Wielkie Drogi PKP (nż),9.428571428571429,7,49.95788916666667,19.710900833333334
1234,Wrząsowice Kowaleca (nż),1.3333333333333333,24,49.9538,19.9464
2475,Skawina Cmentarz,3.3545741324921137,1585,49.9751,19.8311
2958,Garlica Murowana Podskale (nż),2.0,3,50.13221027777778,19.919139722222223
3138,Słoneckiego,2.9566650965614696,2123,50.08949666666667,19.97663222222222
3174,Giedroycia (nż),3.210526315789474,19,50.06444,20.08138
335,Michałowice Lecznica (nż),7.0,1,50.16535916666667,19.9682975
354,Raciborowice,1.375,16,50.11682777777778,20.03300388888889
404,Os.Kościuszkowskie,-0.5,8,50.08269111111111,20.016613333333332
429,Klasztorna,5.571240971766251,1523,50.068491944444446,20.051553055555555
578,Bałuckiego (nż),1.2058823529411764,34,50.049637777777775,19.925908333333332
994,Trojadyn Skrzyżowanie (nż),1.4,5,50.13821055555555,19.869667777777778
1203,Czernichów Stacja Paliw (nż),2.769230769230769,13,49.9921,19.6886
1331,Ochodza Odwiśle,14.0,1,49.9778,19.7506
2485,Kopanka Szkoła,3.3255813953488373,129,49.9837,19.7896
2500,Cracovia Błonia,2.2127659574468086,94,50.058865555555556,19.921825555555557
2566,Fort Bodzów (nż),2.0555555555555554,72,50.03153833333333,19.865043333333332
2817,Krzyszkowice Krzyszkowicka,4.571428571428571,7,49.9899,20.0316
2864,Kleszczów Pod Lipką (nż),1.0,4,50.1032,19.7522
3246,Wieliczka Gdowska,3.5714285714285716,7,49.98154,20.07041
464,Elektromontaż (nż),-2.8333333333333335,12,50.088007222222224,20.0645825
1051,Fort Mogiła (nż),1.6666666666666667,15,50.06630277777778,20.070871666666665
1316,Słomniki Rynek,1.4,5,50.2407,20.0806
23,Tonie Skrzyżowanie,1.0,6,50.11273694444444,19.898376111111112
2635,Balice Grzybów (nż),1.4,5,50.09077722222222,19.78228638888889
280,Nowa Wieś (nż),1.6666666666666667,18,50.030833055555554,19.70434722222222
3323,Buków Pętla,1.9090909090909092,11,49.9533,19.835
837,Lipowskiego (nż),4.642857142857143,28,50.01509,20.037098333333333
840,Isep (nż),2.1333333333333333,15,50.05498,20.021205277777778
102,Olszecka,5.496038034865293,1893,50.08867444444444,19.96966611111111
3157,Husarska (nż),1.5,2,50.04369888888889,20.06564
530,Branice (nż),1.75,4,50.05918027777778,20.136859444444443
2899,Liszki Tyniecka (nż),1.9310344827586208,29,50.0346,19.7736
345,Krasieniec Stary (nż),4.0,1,50.196040277777776,19.93873361111111
55,Różyckiego,3.9120267260579062,1796,50.0881475,19.9126025
931,Herberta (nż),4.325581395348837,1118,50.01002,19.94472
1066,Rondo Barei,3.818908585331943,5754,50.08921222222222,19.974269444444445
2491,Radziszów Za Mogiłką (nż),2.090909090909091,11,49.9385,19.8011
2927,Skawina Podgórki Skawińskie,3.739130434782609,23,49.9966,19.8187
474,Dojazdów Działki (nż),1.4,10,50.1309,20.1077
976,Bębło Stara Wieś (nż),1.0,7,50.184465,19.792213611111112
238,Brzoskwinia Koziary (nż),2.0,1,50.090635,19.7348875
2582,Nowy Prokocim,4.137676056338028,2840,50.015951111111114,20.01172111111111
2869,Będkowice Długa (nż),0.5,6,50.163015,19.750105
3069,Łobzów SKA,4.071452875127594,2939,50.082029722222224,19.916029166666668
319,Jubilat,4.968436785651486,11374,50.056309166666665,19.926914166666666
111,Os.Dywizjonu 303,2.0383895131086143,1068,50.08450666666667,19.999975
1311,Podłęże Balachówka (nż),4.181818181818182,11,50.01080722222222,20.15182611111111
263,Wodociągi (nż),2.3009143807148793,1203,50.041488888888885,19.840568055555554
2688,Norymberska,4.028169014084507,71,50.029654444444446,19.912964166666665
2770,Garlica Murowana Kasztany (nż),1.6666666666666667,3,50.1347,19.9228
3220,Biskupice I (nż),1.9090909090909092,11,49.97248,20.12388
403,Arka,4.803302225412778,2786,50.08379861111111,20.03009611111111
645,Nad Drwiną,14.142857142857142,7,50.03234861111111,20.0568625
694,Landaua,2.491228070175439,57,49.98827222222222,19.962721944444443
1237,Dąbrowa Szlachecka Krzemiennik,2.7142857142857144,14,49.999338333333334,19.73918
197,Modlniczka Mała,8.88888888888889,9,50.10780916666667,19.836568333333332
220,Szczyglice,3.5609756097560976,41,50.093378333333334,19.804176944444446
2493,Grabie,-2.5714285714285716,7,49.92593,19.73407
2627,Bystronia (nż),3.9375,16,50.109834444444445,20.11481361111111
3032,Stary Kleparz,9.30003692762186,5416,50.06631194444444,19.939088333333334
3035,Pielęgniarek,6.017513134851138,571,50.08348194444444,19.936673055555556
722,Lusina Dolna (nż),1.0279232111692844,573,49.97362,19.933473055555556
748,Żywiecka,3.6,35,50.01571305555556,19.91970388888889
885,Kulerzów Wąwóz (nż),2.021276595744681,141,49.94512388888889,19.862201944444443
1105,Skawina Zachodnia (nż),5.181818181818182,22,49.973,19.8066
3008,Skawina Energetyków Przejazd PKP (nż),4.25,12,49.9742,19.8089
3177,Piaskowa (nż),11.463414634146341,41,50.0958,19.8969
436,Os.Na Stoku Szkoła,2.683132530120482,830,50.09336861111111,20.056321666666665
709,Kurdwanów Szkoła,5.315789473684211,57,50.00538111111111,19.965950833333334
983,Modlniczka I (nż),0.6666666666666666,3,50.11516833333334,19.85718388888889
1107,Skawina Podbory (nż),5.083333333333333,24,49.96864444444444,19.785258055555556
1184,Radziszów Podwale (nż),2.3006134969325154,163,49.927,19.8079
2581,Nowy Bieżanów Południe,3.5172413793103448,87,50.013019444444446,20.01580388888889
2728,Podłęże Przedszkole (nż),5.5,4,50.01349972222222,20.16182388888889
3294,Czułów Sklep (nż),2.7,20,50.05968583333333,19.703594444444445
729,Wróblowice Szkoła,3.3880126182965298,634,49.984473888888886,19.94452666666667
936,Torfowa,4.783783783783784,1295,50.01790916666667,19.90517638888889
3056,Cholerzyn Granica (nż),3.263157894736842,19,50.0583,19.7545
2686,Lipińskiego,3.838087585375653,2489,50.03057305555556,19.924715
2820,Skawina Wyspiańskiego Szkoła (nż),4.285714285714286,21,49.9716,19.8535
822,Conrada,4.642328042328042,2835,50.08857611111111,19.8993
982,Będkowice,0.5,6,50.1681,19.7522
103,Olsza II,3.29512697323267,1457,50.08515416666667,19.969566666666665
2507,Michałowice Las Michałowski (nż),3.5555555555555554,9,50.15471,19.94877333333333
2629,Garliczka Chochół (nż),0.0,1,50.1565,19.9188
3053,Włosań Dział Wschodni (nż),3.25,4,49.91361,19.90302
369,Ofiar Dąbia,7.352941176470588,51,50.05946194444444,19.976013055555555
38,Imbramowska,4.933662449861154,3241,50.087918055555555,19.947755833333332
40,Chabrowa,0.8333333333333334,6,50.09817777777778,19.912287777777777
941,Mała Góra (nż),2.0473372781065087,1352,50.0138525,20.028144444444443
1059,Rudawa PKP,6.5,12,50.11981361111111,19.713516388888888
2484,Kopanka Kapliczka (nż),2.954887218045113,133,49.982,19.7796
2584,Słona Woda,5.137931034482759,58,50.003552222222226,20.003643055555557
2636,Balice Leśna (nż),1.2,5,50.08992194444444,19.786753055555554
3152,Sapalskiego (nż),7.913793103448276,58,49.99049611111111,19.864173055555554
506,Janówka (nż),1.4,10,50.07942055555556,20.16024722222222
582,Os.Robotnicze,2.057142857142857,70,50.045791666666666,19.90922888888889
977,Bębło Łabajowa (nż),1.2857142857142858,7,50.17983861111111,19.785709166666667
1315,Słomniki Osiedle,-2.5,2,50.2452,20.0851
2497,Sułków (nż),5.2727272727272725,11,49.999335555555554,20.110884166666665
25,Tonie Kąty (nż),0.3333333333333333,3,50.115787222222224,19.9012025
2867,Skawina Pileckiego,3.5555555555555554,9,49.97916305555555,19.79048611111111
3262,Młodej Polski (nż),9.943412162162161,3552,50.07243388888889,19.901666944444443
270,Piekary,1.934782608695652,46,50.023223333333334,19.79539
233,Morawica,2.0,5,50.07517194444444,19.75325
3103,Rybna Droga do Sanki (nż),3.164772727272727,176,50.06473361111111,19.658732222222223
3141,Muzeum Narodowe,5.061433741168361,11606,50.05862138888889,19.925257777777777
3144,Golkowice Sklep,0.7419354838709677,31,49.973,19.9888
827,Szpital Rydygiera,12.466666666666667,15,50.092593055555554,20.021671944444446
971,Szyce I (nż),1.1666666666666667,6,50.15058305555556,19.853952777777778
1170,Zelczyna Szkoła (nż),7.7894736842105265,19,49.95915027777778,19.743985
135,Bronowice Małe,5.326881720430108,6045,50.08105861111111,19.881430833333333
190,Przybysławice I (nż),4.333333333333333,6,50.1635,19.8991
2593,Szczegów,1.6363636363636365,11,49.99343361111111,19.995876944444444
3004,Marszowice (nż),1.6,5,50.18797194444444,20.092558611111112
3109,Mehoffera,3.5871794871794873,1560,50.08933916666667,19.9137725
3322,Rzeszotary Remiza (nż),2.5161290322580645,31,49.94566527777778,19.97305611111111
338,Warszówka (nż),6.666666666666667,3,50.17100833333333,19.975301666666667
779,Skawina,1.8709175738724728,643,49.9685,19.8297
144,Stara Wola,1.4385964912280702,57,50.06186972222222,19.871011944444444
2910,Szczyglice Podkamycze,3.0789473684210527,38,50.09159611111111,19.82843111111111
3122,Danalówka (nż),12.177777777777777,45,50.027719166666664,20.039185555555555
531,Branice Szkoła,2.0,4,50.0602425,20.1432325
754,Forteczna,1.9753086419753085,81,50.0009025,19.906533333333332
830,Komuny Paryskiej,5.930817610062893,159,50.00704638888889,19.896699166666668
858,Rzeszotary Polanki (nż),2.6129032258064515,31,49.94526138888889,19.981088888888888
985,Modlnica Skrzyżowanie (nż),0.3333333333333333,3,50.124521111111115,19.86759138888889
1084,Przybysławice III (nż),4.2,5,50.1596,19.8968
3304,Kaszów Wielka Droga (nż),2.9507389162561575,203,50.02516,19.736216111111112
1116,Zelczyna I (nż),6.9,20,49.96247527777778,19.758198055555557
115,Ugorek,2.810344827586207,58,50.077505277777774,19.983814444444445
1326,Niedźwiedź PKP (nż),1.2,5,50.21175138888889,20.08593972222222
2806,Poziomkowa,0.8,5,50.103878055555555,19.90716638888889
728,Chałubińskiego (nż),1.0804195804195804,572,49.983113055555556,19.936957777777778
82,Kawiory,5.085785674625209,3602,50.068510277777776,19.913567222222223
1063,Czerwieńskiego,3.0,7,50.08397138888889,19.902455555555555
1199,Przeginia Duchowna Centrum,1.4210526315789473,19,50.022455,19.65188611111111
193,Rząska Jednostka Wojskowa (nż),7.777777777777778,9,50.09969972222222,19.855975833333332
2506,Michałowice Kwiaty Polne (nż),3.5555555555555554,9,50.146862222222225,19.962866388888887
2619,Leszka Białego,2.855294117647059,1700,50.09581111111111,20.051280555555557
283,Kaszów,1.5,20,50.03922111111111,19.72561111111111
2992,Cmentarz Prokocim,2.2142857142857144,378,50.02181888888889,20.00716
3147,Zbydniowicka,2.736842105263158,38,49.97345277777778,19.96080361111111
755,Zawiszy,1.8205128205128205,39,49.99970805555556,19.91189111111111
857,Rzeszotary Szkoła (nż),2.5,30,49.93819277777778,19.973132222222223
998,Krasnowolskiego (nż),2.25,12,50.085391944444446,20.049101944444445
2890,Czernichów Zakamycze (nż),46.41935483870968,31,49.993161944444445,19.666591944444445
2998,Wysiołek Luborzycki (nż),1.6666666666666667,3,50.158455277777776,20.104011944444444
3001,Kocmyrzów Biblioteka,1.25,4,50.13017611111111,20.130266388888888
965,Czyżyny Dworzec,-6.377049180327869,61,50.07515611111111,20.014955
2488,Jurczyce Dom Ludowy,2.0,11,49.93845722222222,19.781074444444446
2533,Armii Krajowej,5.025405570860117,3267,50.0719,19.8908
1370,Rączna Kościół (nż),3.25,120,50.01105916666667,19.75668361111111
285,Kaszów Łysa Góra (nż),0.8636363636363636,22,50.037344166666664,19.744492222222224
3165,Dziekanowice Długa (nż),1.9,20,50.1125,20.00842
3222,Trąbki I (nż),1.5833333333333333,12,49.96316,20.14224
1262,Rzebika,3.5482573726541555,746,50.040506944444445,19.991702222222223
231,Morawica Mostek (nż),1.5714285714285714,7,50.082791944444445,19.738886666666666
3270,Węgrzce Wielkie Pętla,1.3333333333333333,18,50.0149,20.1152
3318,Świątniki Górne Urząd Miasta i Gminy,1.975,40,49.9343575,19.94610611111111
471,Lubocza Trafo (nż),3.8333333333333335,6,50.0943625,20.1002275
834,Żyzna (nż),4.7073170731707314,82,49.982866944444446,19.884530555555557
92,Opolska Estakada,4.317162086371284,7132,50.0859875,19.95451472222222
1177,Giebułtów Morgi,1.0,2,50.1516,19.8711
122,Biskupa Prandoty,4.162495772742645,5914,50.07866,19.9493125
2643,Ostafina,1.25,8,50.10501083333333,20.171308333333332
380,Popielidów,16.0,19,50.099381666666666,20.018684166666667
660,Płk. Dąbka,2.8077601410934743,567,50.03631194444444,20.006688333333333
869,Szafrańska,2.142857142857143,14,50.050314722222225,20.00930333333333
108,Os.Oświecenia,3.7446361940298507,4288,50.08904944444444,19.988621666666667
117,Akacjowa,2.9310344827586206,58,50.08155694444444,19.977272222222222
2650,Truskawkowa (nż),2.0,3,50.04761861111111,20.1280925
2884,Rybna Nowy Świat Góra (nż),2.76878612716763,173,50.0591,19.6551
3034,Cmentarz Olszanica (nż),3.0,35,50.067611944444444,19.824029166666666
3158,Podgórze SKA,3.8711967545638943,1972,50.04186555555555,19.962554722222222
3190,Jurczaka (nż),2.8937074829931975,1176,50.08636666666666,19.986527777777777
482,Łuczanowice Skrzyżowanie,3.9375,16,50.11147361111111,20.120136944444443
576,Kapelanka,3.6592436974789915,2380,50.04476861111111,19.92181972222222
612,Borsucza,6.306451612903226,62,50.030411666666666,19.928744166666668
671,Pruszyńskiego,3.375,24,50.01376111111111,20.048865
968,Modlnica I Kolonia (nż),2.0,2,50.12852,19.870348055555556
2586,Jerzmanowskiego,5.708040014820304,5398,50.010146666666664,20.008699444444446
